Titre;genre1;genre2;réalisateur_1;actor_1;actor 2;actor 3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real awards;first actor awards;Second actor awards;length_corrected;day;month;year;note_spectator_word;nomi
Caravage;Biopic;Historique;Michele Placido;Riccardo Scamarcio;Louis Garrel;Isabelle Huppert;3,1;3.4;Michele Placido;Italie;Le Pacte;Italien;2.0;0.0;5.0;118;28;décembre;2022;good;0
Carter;Action;Science Fiction;Byeong-gil Jeong;Joo Won;Bo-min Kim;Sung-jae Lee;;1.9;Byeong-gil Jeong;Corée du Sud;;Coréen;1.0;0.0;0.0;132;5;août;2022;bad;0
Catherine Called Birdy;Comédie;;Lena Dunham;Bella Ramsey;Billie Piper;Andrew Scott;;3.0;Lena Dunham;U.S.A.;;Anglais;3.0;0.0;0.0;108;7;octobre;2022;soso;0
Catwoman: Hunted;Action;Animation;Shinsuke Terasawa;Elizabeth Gillies;Stephanie Beatriz;Jonathan Banks;;2.5;Greg Weisman;U.S.A.;;Anglais;0.0;0.0;0.0;76;23;février;2022;soso;0
Causeway;Drame;;Lila Neugebauer;Jennifer Lawrence;Danny Wolohan;Jayne Houdyshell;3,7;3.6;Ottessa Moshfegh;U.S.A.;;Anglais;0.0;11.0;0.0;92;4;novembre;2022;good;1
CBI 5 : The Brain;Action;Policier;K.M. Madhusudhanan;Mammootty Muhammad Kutty;Soubin Shahir;Dileesh Pothan;;2.6;;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;165;4;mai;2022;soso;0
Centauro;Action;Policier;Daniel Calparsoro;Àlex Monner;Begoña Vargas;Edgar Vittorino;;2.3;Guillaume Lemans;Espagne;;Espagnol;4.0;0.0;0.0;89;15;juin;2022;soso;0
Cet été-là;Comédie;Drame;Eric Lartigau;Rose Pou Pellicer;Juliette Havelange;Marina Foïs;3,3;2.3;Delphine Gleize;France;StudioCanal;Français;13.0;0.0;0.0;100;4;janvier;2023;soso;0
Cha Cha Real Smooth;Comédie;Drame;Cooper Raiff;Cooper Raiff;Dakota Johnson;Evan Assante;;2.9;Cooper Raiff;U.S.A.;;Anglais;0.0;0.0;2.0;107;17;juin;2022;soso;0
Champion;Drame;;Mona Achache;Kendji Girac;Lubna Azabal;François Creton;3,4;3.3;Sabrina Compeyron;France;TF1;Français;1.0;0.0;2.0;90;5;septembre;2022;good;0
Chariot;Science Fiction;Thriller;Adam Sigal;John Malkovich;Thomas Mann (II);Scout Taylor-Compton;;1.9;Adam Sigal;U.S.A.;;Anglais;0.0;1.0;0.0;94;12;mai;2022;bad;0
Chevalier Noir;Drame;;Emad Aleebrahim Dehkordi;Iman Sayad Borhani;Payar Allahyari;Masoumeh Beygi;3,4;3.3;Emad Aleebrahim Dehkordi;France;Jour2fête;Farsi;0.0;0.0;0.0;102;22;février;2023;good;0
Chien perdu;Aventure;Biopic;Stephen Herek;Rob Lowe;Kimberly Williams-Paisley;John Berchtold;;2.8;Nick Santora;U.S.A.;;Anglais;0.0;1.0;0.0;95;13;janvier;2023;soso;0
Chili 1976;Drame;;Manuela Martelli;Aline Küppenheim;Nicolás Sepúlveda;Hugo Medina;3,6;3.7;Manuela Martelli;Chili;Dulac Distribution;Espagnol;0.0;0.0;0.0;95;22;mars;2023;good;4
Chinni;Drame;;Arun Matheswaran;K. Selvaraghavan;Keerthy Suresh;;;3.2;;Inde;;Tamoul;0.0;0.0;0.0;133;5;mai;2022;good;0
Chœur de Rockers;Comédie;Musical;Ida Techer;Mathilde Seigner;Bernard Le Coq;Anne Benoit;3,3;3.4;Ida Techer;France;UGC Distribution;Français;0.0;2.0;2.0;91;28;décembre;2022;good;0
Christmas With You;Comédie;Romance;Gabriela Tagliavini;Aimee Garcia;Freddie Prinze Jr.;Gabriel Sloyer;;2.1;Jennifer C. Stetson;U.S.A.;;Anglais;0.0;0.0;0.0;89;17;novembre;2022;soso;0
Chronique d'une liaison passagère;Comédie;Comédie dramatique;Emmanuel Mouret;Sandrine Kiberlain;Vincent Macaigne;Georgia Scalliet;4,0;3.7;Emmanuel Mouret;France;Pyramide Distribution;Français;1.0;4.0;3.0;101;14;septembre;2022;good;3
Cici;Drame;;Berkun Oya;Fatih Artman;Ayça Bingöl;Funda Eryiğit;;3.4;Berkun Oya;Turquie;;Turc;0.0;0.0;0.0;151;27;octobre;2022;good;0
Cirkus;Comédie;Drame;Rohit Shetty;Ranveer Singh;Pooja Hegde;Jacqueline Fernandez;;2.6;Yunus Sajawal;Inde;Desi Entertainment Paris;Hindi;0.0;1.0;0.0;140;23;décembre;2022;soso;0
Citoyen d'honneur;Comédie;Drame;Mohamed Hamidi;Kad Merad;Fatsah Bouyahmed;Oulaya Amamra;3,2;2.9;Mohamed Hamidi;France;Apollo Films;Français;3.0;4.0;1.0;96;14;septembre;2022;soso;1
Classico;Comédie;Romance;Nathanaël Guedj;Ahmed Sylla;Alice Belaïdi;Hakim Jemili;;1.5;Nathanaël Guedj;France;;Français;0.0;0.0;1.0;97;28;octobre;2022;bad;0
Close;Drame;;Lukas Dhont;Eden Dambrine;Gustav De Waele;Emilie Dequenne;3,3;4.1;Lukas Dhont;Belgique;Diaphana Distribution;Français;3.0;0.0;0.0;104;1;novembre;2022;excellent;11
Cobra;Action;Thriller;R. Ajay Gnanamuthu;Vikram;Srinidhi Shetty;K.S. Ravikumar;;2.6;R. Ajay Gnanamuthu;Inde;Night ed films;Tamoul;0.0;0.0;0.0;120;31;août;2022;soso;0
Code Emperor;Action;Policier;Jorge Coira;Luis Tosar;Alexandra Masangkay;Georgina Amorós;;2.3;Jorge Guerricaechevarria;Espagne;;Espagnol;2.0;2.0;0.0;106;14;novembre;2022;soso;0
Code Name Banshee;Action;Thriller;Jon Keeyes;Jaime King;Tommy Flanagan;Antonio Banderas;;1.8;Matthew Rogers (III);U.S.A.;;Anglais;0.0;0.0;0.0;93;3;avril;2023;bad;0
Coffee with Kadhal;Comédie;Romance;Sundar C.;Jiiva;Malvika Sharma;Srikanth;;2.9;Sundar C.;Inde;Friday Entertainment;Hindi;0.0;0.0;0.0;150;4;novembre;2022;soso;0
Colère divine;Thriller;;Sebastián Schindel;Macarena Achaga;Juan Minujin;Diego Peretti;;2.3;Pablo del Teso;Argentine;;Espagnol;0.0;0.0;3.0;97;15;juin;2022;soso;0
Coma;Drame;;Bertrand Bonello;Louise Labeque;Julia Faure;Laetitia Casta;3,3;2.3;Bertrand Bonello;France;New Story;Français;1.0;0.0;1.0;80;16;novembre;2022;soso;1
Comedy Queen;Comédie;Drame;Sanna Lenken;Sigrid Johnson;Oscar Töringe;Anna Bjelkerud;3,0;3.7;Linn Gottfridsson;Suède;Les Films du Préau;Suédois;0.0;0.0;0.0;93;2;novembre;2022;good;0
Connect;Epouvante-horreur;Thriller;Ashwin Saravanan;Nayanthara Kurian;Anupam Kher;Sathyaraj;;2.3;Ramkumar Kaavya;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;95;22;décembre;2022;soso;0
Confessions d'un tueur à gages;Action;Biopic;Luc Picard;Luc Picard;David La Haye;Sandrine Bisson;;3.1;Sylvain Guy;Canada;;Français;2.0;2.0;0.0;109;2;décembre;2022;good;0
Constance aux enfers;Policier;;Gaël Morel;Miou-Miou;Salim Kechiouche;Aurore Clément;;2.3;Gilles Taurand;France;France 2;Français;5.0;2.0;1.0;90;1;février;2023;soso;1
Contrecoups;Policier;Drame;Charlie McDowell;Jason Segel;Lily Collins;Jesse Plemons;;2.0;Justin Lader;U.S.A.;;Anglais;0.0;3.0;2.0;92;18;mars;2022;bad;0
Corsage;Biopic;Drame;Marie Kreutzer;Vicky Krieps;Florian Teichtmeister;Katharina Lorenz;3,7;3.2;Marie Kreutzer;Autriche;Ad Vitam;Allemand;9.0;1.0;0.0;113;14;décembre;2022;good;8
Couché !;Comédie;;Ihtzi Hurtado;Sebastián Dante;Sirena Ortiz;Harold Azuara;;3.0;Ihtzi Hurtado;Mexique;;Espagnol;0.0;0.0;0.0;95;23;novembre;2022;soso;0
Couleurs de l'incendie;Drame;Historique;Clovis Cornillac;Léa Drucker;Benoît Poelvoorde;Alice Isaaz;3,3;4.0;Pierre Lemaitre;France;Gaumont Distribution;Français;7.0;2.0;4.0;136;9;novembre;2022;good;2
Coup de foudre en harmonie;Comédie;Romance;Michael Robison;Jessica Lowndes;Jesse Metcalfe;Linden McMillan;;2.7;Jessica Lowndes;U.S.A.;TF1;Anglais;0.0;0.0;0.0;87;14;février;2023;soso;0
Coup de foudre royal à Noël;Romance;;Jonathan MacPherson;Jordana Largy;Matthew MacCaull;Ashley Alexander;;2.8;Jennifer Edwards;U.S.A.;NRJ 12;Anglais;0.0;0.0;0.0;90;4;décembre;2022;soso;0
Coup de théâtre;Comédie;Policier;Tom George;Sam Rockwell;Saoirse Ronan;Adrien Brody;2,8;2.9;Mark Chappell;Grande-Bretagne;The Walt Disney Company France;Anglais;0.0;4.0;1.0;98;14;septembre;2022;soso;1
Coupez !;Comédie;Epouvante-horreur;Michel Hazanavicius;Romain Duris;Bérénice Bejo;Grégory Gadebois;3,8;3.6;Michel Hazanavicius;France;Pan Distribution;Français;22.0;6.0;5.0;112;18;mai;2022;good;3
Cours Particuliers;Comédie;Romance;Kıvanç Baruönü;Bensu Soral;Halit Özgür Sarı;Helin Kandemir;;3.4;Murat Dişli;Turquie;;Turc;0.0;0.0;0.0;89;16;décembre;2022;good;0
Cours Particuliers;Comédie;Romance;Kıvanç Baruönü;Bensu Soral;Deniz Altan;Hatice Aslan;;2.7;Murat Dişli;Turquie;;Turc;0.0;0.0;0.0;89;16;décembre;2022;soso;0
Crash lunaire;Action;;Noah Luke;Jeremy London;Tyler Christopher;Pauline Egan;;2.5;Lauren Pritchard;U.S.A.;Canal VOD;Anglais;0.0;0.0;0.0;90;3;avril;2023;soso;0
Crime à Ramatuelle;Policier;;Nicolas Picard-Dreyfuss;Florence Pernel;Lola Dewaere;Matthieu Burnel;;3.4;Jean Falculete;France;France 2;Français;0.0;1.0;1.0;90;7;janvier;2023;good;0
Crush;Thriller;;Luis Prieto;Cameron Monaghan;Lilly Krug;John Malkovich;;2.3;David Loughery;U.S.A.;Originals Factory;Anglais;0.0;0.0;0.0;92;23;mars;2022;soso;0
Crush;Comédie;Comédie dramatique;Sammi Cohen;Rowan Blanchard;Auli'i Cravalho;Isabella Ferreira;;3.1;Kirsten King;U.S.A.;;Anglais;0.0;0.0;0.0;93;29;avril;2022;good;0
Dada;Comédie;Romance;Ganesh K Babu;Kavin;Aparna Das Gupta;K. Bhagyaraja;;3.3;Ganesh K Babu;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;10;février;2023;good;0
Dans l'ombre des dunes;Policier;Drame;Philippe Dajoux;Bruno Salomone;Mickael Lumière;Erika Sainte;3,0;3.0;Christian Mouchart;France;France 3;Français;0.0;0.0;0.0;90;21;mai;2022;soso;0
Darby and the Dead;Comédie;Fantastique;Silas Howard;Riele Downs;Auli'i Cravalho;Chosen Jacobs;;2.9;Becca Greene;U.S.A.;;Anglais;0.0;0.0;0.0;100;27;janvier;2023;soso;0
Dark Cloud;Epouvante-horreur;Science Fiction;Jay Ness;Emily Atack;Hugo Armstrong;Brittany Benjamin;;1.5;J.J. Kaiser;U.S.A.;;Anglais;0.0;0.0;0.0;81;6;octobre;2022;bad;0
Darlings;Comédie;Comédie dramatique;Jasmeet K. Reen;Alia Bhatt;Roshan Mathew;Shefali Shah;;3.0;Jasmeet K. Reen;Inde;;Hindi;0.0;0.0;0.0;133;5;août;2022;soso;0
Day Shift;Action;Fantastique;J.J. Perry;Jamie Foxx;Dave Franco;Snoop Dogg;2,5;2.8;Shay Hatten;U.S.A.;;Anglais;0.0;3.0;0.0;113;12;août;2022;soso;0
De l’autre côté du mur;Thriller;;Tiburce;Karine Loriau;Etiève Lena;Sylvain Pierre;;3.1;;France;Bon Voyage Films;Français;0.0;0.0;0.0;61;4;janvier;2023;good;0
De miel et de sang;Drame;;Lou Jeunet;Nicolas Gob;Léa François;Eva Darlan;;3.4;Marc Eisenchteter;France;France 3;Français;0.0;2.0;0.0;90;1;octobre;2022;good;0
Deadstream;Comédie;Epouvante-horreur;Joseph Winter;Joseph Winter;Melanie Stone;Jason K. Wixom;;2.7;Joseph Winter;U.S.A.;;Anglais;0.0;0.0;0.0;87;10;janvier;2023;soso;0
Dealer;Drame;;Jeroen Perceval;Sverre Rous;Ben Segers;Hannah Macpherson;2,8;3.2;Jeroen Perceval;Belgique;Eurozoom;Flamand;0.0;0.0;0.0;104;9;novembre;2022;good;0
Decision To Leave;Policier;Drame;Park Chan-Wook;Tang Wei;Park Hae-il;Jung-hyun Lee;4,0;3.8;Park Chan-Wook;Corée du Sud;Bac Films;Coréen;4.0;1.0;0.0;138;29;juin;2022;good;10
Deep Fear;Epouvante-horreur;Thriller;Grégory Beghin;Blaise Afonso;Olivier Bony;Toussaint Colombani;;1.7;Nicolas Tackian;France;OCS Choc;Français;0.0;0.0;0.0;80;20;avril;2022;bad;0
Des bleus à l’âme;Drame;;Miles Warren;Jalyn Hall;Trevante Rhodes;Shamier Anderson;;2.5;Ben Medina;U.S.A.;;Anglais;0.0;0.0;0.0;97;27;février;2017;soso;0
Des garçons de province;Romance;;Gaël Lépingle;Léo Pochat;Yves-Batek Mendy;Edouard Prévot;3,3;2.9;Gaël Lépingle;France;La Traverse;Français;1.0;0.0;0.0;84;1;février;2023;soso;0
Désordres;Drame;;Cyril Schäublin;Clara Gostynski;Alexei Evstratov;Monika Stalder;3,7;3.3;Cyril Schäublin;Suisse;Shellac;Suisse allemand;0.0;0.0;0.0;93;12;avril;2023;good;1
Detective Conan : La Fiancée de Shibuya;Action;Animation;Susumu Mitsunaka;Minami Takayama;Wakana Yamazaki;Chafûrin;3,4;4.0;Okura Takahiro;Japon;Eurozoom;Japonais;0.0;0.0;0.0;110;18;mai;2022;good;0
Detective Knight: Redemption;Action;Thriller;Edward Drake;Bruce Willis;Corey Large;Jenn Bird;;2.4;Edward Drake;U.S.A.;;Anglais;0.0;1.0;0.0;97;2;février;2023;soso;0
Detective Knight: Rogue;Action;Thriller;Edward Drake;Bruce Willis;Jimmy Jean-Louis;Lochlyn Munro;;2.4;Edward Drake;U.S.A.;;Anglais;0.0;1.0;0.0;105;3;janvier;2023;soso;0
Devotion;Biopic;Drame;J.D. Dillard;Jonathan Majors;Glen Powell;Christina Jackson;;3.6;Jake Crane;U.S.A.;;Anglais;0.0;1.0;0.0;139;3;mars;2023;good;0
Dig;Thriller;;K. Asher Levin;Emile Hirsch;Thomas Jane;Liana Liberato;;1.7;Benhur Ablakhad;U.S.A.;;Anglais;0.0;4.0;3.0;89;27;octobre;2022;bad;0
Diorama;Romance;;Tuva Novotny;Claes Bang;Gustav Lindh;David Dencik;;2.7;Tuva Novotny;Suède;;Suédois;1.0;1.0;0.0;99;6;septembre;2022;soso;0
Disconnect: The Wedding Planner;Comédie;;David Tosh Gitonga;Catherine Kamau;Wale Ojo;;;1.8;;Kenya;;Anglais;0.0;0.0;0.0;106;21;décembre;2022;bad;0
Divertimento;Biopic;Drame;Marie-Castille Mention-Schaar;Oulaya Amamra;Lina El Arabi;Niels Arestrup;3,0;4.1;Marie-Castille Mention-Schaar;France;Le Pacte;Français;6.0;2.0;0.0;110;25;janvier;2023;excellent;0
Doctor Strange in the Multiverse of Madness;Action;Aventure;Sam Raimi;Benedict Cumberbatch;Elizabeth Olsen;Chiwetel Ejiofor;3,2;3.6;Michael Waldron;U.S.A.;The Walt Disney Company France;Anglais;1.0;1.0;4.0;126;4;mai;2022;good;0
Dodo;Comédie;Drame;Panos H. Koutras;Smaragda Karydi;Akis Sakellariou;Marisha Triantafyllidou;2,7;2.6;Panos H. Koutras;Grèce;Pyramide Distribution;Grec;11.0;0.0;0.0;132;10;août;2022;soso;1
Dog;Comédie dramatique;;Reid Carolin;Channing Tatum;Luke Forbes;Ethan Suplee;;3.2;Reid Carolin;U.S.A.;;Anglais;0.0;1.0;0.0;102;21;juillet;2022;good;0
Doll House;Comédie;Drame;Marla Ancheta;Baron Geisler;Mary Joy Apostol;Alwyn Uytingco;;3.0;;Philippines;;Filipino;0.0;0.0;0.0;107;24;octobre;2022;soso;0
Domingo et la brume;Drame;Fantastique;Ariel Escalante Meza;Carlos Ureña;Sylvia Sossa;Esteban Brenes Serrano;3,2;2.6;Ariel Escalante Meza;Costa Rica;Epicentre Films;Espagnol;0.0;0.0;0.0;92;15;février;2023;soso;7
Don;Action;Comédie;Cibi Chakaravarthi;Sivakarthikeyan;S.J. Suryah;Priyanka Arul Mohan;;3.0;Cibi Chakaravarthi;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;13;mai;2022;soso;0
Don Juan;Comédie dramatique;Comédie musicale;Serge Bozon;Virginie Efira;Tahar Rahim;Alain Chamfort;3,1;1.7;Serge Bozon;France;ARP Sélection;Français;1.0;2.0;7.0;100;23;mai;2022;bad;1
Don Sauvage;Drame;;Zacharie Heyblom-Taliercio;Selma Lhaïj;Justine Demeaux;Zacharie Heyblom-Taliercio;;2.9;Zacharie Heyblom-Taliercio;France;;Français;0.0;0.0;0.0;64;14;septembre;2022;soso;0
Don't Make Me Go;Drame;;Hannah Marks;John Cho;Mia Isaac;Kaya Scodelario;;2.8;Vera Herbert;U.S.A.;;Anglais;0.0;0.0;0.0;109;15;juillet;2022;soso;0
Don't Worry Darling;Thriller;;Olivia Wilde;Florence Pugh;Harry Styles;Chris Pine;3,1;3.7;Katie Silberman;U.S.A.;Warner Bros. France;Anglais;3.0;1.0;0.0;123;21;septembre;2022;good;2
Douce nuit, folle nuit;Comédie;;Arash T. Riahi;Faris Rahoma;Sonja Chan;Roland Düringer;;3.1;Pia Hierzegger;Autriche;;Allemand;1.0;0.0;0.0;90;23;décembre;2022;good;0
Doula;Comédie;;Cheryl Nichols;Troian Bellisario;Arron Shiver;Will Greenberg;;2.5;Cheryl Nichols;U.S.A.;;Anglais;0.0;0.0;0.0;105;4;juillet;2022;soso;0
Dounia et la princesse d’Alep;Aventure;Animation;Marya Zarif;Rahaf Ataya;Elsa Mardirossian;Manuel Tadros;3,7;3.7;Marya Zarif;France;Haut et Court;Français;0.0;0.0;0.0;73;1;février;2023;good;0
Downton Abbey II : Une nouvelle ère;Drame;Historique;Simon Curtis;Hugh Bonneville;Michelle Dockery;Elizabeth McGovern;3,3;3.8;Julian Fellowes;Grande-Bretagne;Universal Pictures International France;Anglais;2.0;5.0;7.0;126;27;avril;2022;good;0
Dragon Ball Super: Super Hero;Action;Animation;Tetsuro Kodama;Patrick Borg;Masako Nozawa;Mark Lesser;3,0;2.7;Akira Toriyama;Japon;Sony Pictures Releasing France;Japonais;0.0;0.0;0.0;99;5;octobre;2022;soso;0
DSP;Action;Drame;Ponram;Vijay Sethupathi;Anukreethy Vas;Pugazh;;3.0;Ponram;Inde;Night ed films;Autre;0.0;0.0;0.0;150;2;décembre;2022;soso;0
Du crépitement sous les néons;Drame;;FGKO;Jérémie Laheurte;Tracy Gotoas;Bosh;2,8;3.5;Sherazade Khalladi;France;The Jokers / Les Bookmakers;Français;0.0;0.0;0.0;92;16;novembre;2022;good;0
Dual;Comédie;Drame;Riley Stearns;Karen Gillan;Aaron Paul;Beulah Koale;;2.6;Riley Stearns;U.S.A.;;Anglais;0.0;0.0;1.0;94;17;novembre;2022;soso;5
Earwig;Drame;;Lucile Hadzihalilovic;Paul Hilton;Romane Hemelaers;Romola Garai;3,6;2.7;Lucile Hadzihalilovic;France;New Story;Anglais;3.0;0.0;0.0;114;18;janvier;2023;soso;0
Eaux profondes;Erotique;Thriller;Adrian Lyne;Ben Affleck;Ana de Armas;Tracy Letts;2,3;2.0;Zack Helm;U.S.A.;;Anglais;4.0;14.0;1.0;115;18;mars;2022;bad;0
Echo;Drame;;Rúnar Rúnarsson;Bjarki Thor;Ragnar Jónsson;Sigurmar Albertsson;2,7;3.2;Rúnar Rúnarsson;Islande;Jour2fête;Islandais;2.0;0.0;0.0;79;1;janvier;2020;good;0
Egō;Epouvante-horreur;;Hanna Bergholm;Siiri Solalinna;Sophia Heikkilä;Jani Volanen;;3.0;Ilja Rautsi;Finlande;The Jokers / Les Bookmakers;Finnois;0.0;0.0;0.0;90;27;avril;2022;soso;5
Ek Villain : Le retour;Action;Policier;Mohit Suri;Disha Patani;John Abraham (II);Tara Sutaria;;2.8;Mohit Suri;Inde;;Hindi;0.0;0.0;0.0;130;24;octobre;2022;soso;0
El Agua;Drame;Romance;Elena Lopez Riera;Luna Pamies;Bárbara Lennie;Nieve de Medina;3,5;2.8;Elena Lopez Riera;Espagne;Les Films du Losange;Espagnol;1.0;0.0;1.0;104;1;mars;2023;soso;4
El Suplente;Drame;;Diego Lerman;Juan Minujin;Alfredo Castro;Bárbara Lennie;;3.4;Diego Lerman;Argentine;;Espagnol;8.0;3.0;0.0;110;14;avril;2023;good;0
Elle m'a sauvée;Drame;;Ionut Teianu;Juliette Roudet;Laura Sepul;Lio;;4.0;Ionut Teianu;France;6ter;Français;0.0;0.0;0.0;90;13;mars;2023;good;0
Elvis;Biopic;Musical;Baz Luhrmann;Austin Butler;Tom Hanks;Olivia DeJonge;3,8;4.1;Baz Luhrmann;U.S.A.;Warner Bros. France;Anglais;2.0;0.0;10.0;159;22;juin;2022;excellent;23
Emancipation;Action;Drame;Antoine Fuqua;Will Smith;Ben Foster;Charmaine Bingwa;2,0;3.5;Bill Collage;U.S.A.;;Anglais;5.0;11.0;1.0;132;9;décembre;2022;good;0
Emergency;Comédie;Drame;Carey Williams;RJ Cyler;Donald Elise Watkins;Sebastian Chacon;;2.2;K.D. Dávila;U.S.A.;;Anglais;0.0;0.0;0.0;105;27;mai;2022;soso;0
Emmett Till;Biopic;Drame;Chinonye Chukwu;Danielle Deadwyler;Jalyn Hall;Whoopi Goldberg;3,1;3.7;Michael Reilly;U.S.A.;Universal Pictures International France;Anglais;0.0;0.0;0.0;130;8;février;2023;good;1
Emily;Biopic;Drame;Frances O'Connor;Emma Mackey;Fionn Whitehead;Oliver Jackson-Cohen;3,1;3.7;Frances O'Connor;Grande-Bretagne;Wild Bunch Distribution;Anglais;2.0;0.0;0.0;130;15;mars;2023;good;0
Emily The Criminal;Comédie dramatique;Thriller;John Patton Ford;Aubrey Plaza;Theo Rossi;Jonathan Avigdori;;3.3;John Patton Ford;U.S.A.;;Anglais;0.0;1.0;0.0;94;14;novembre;2022;good;5
Empire Of Light;Drame;Romance;Sam Mendes;Olivia Colman;Micheal Ward;Colin Firth;3,6;4.0;Sam Mendes;Grande-Bretagne;The Walt Disney Company France;Anglais;6.0;10.0;1.0;116;1;mars;2023;good;5
En corps;Comédie;Comédie dramatique;Cédric Klapisch;Marion Barbeau;Hofesh Shechter;Denis Podalydès;3,4;4.1;Cédric Klapisch;France;StudioCanal;Français;8.0;0.0;0.0;118;30;mars;2022;excellent;9
En même temps;Comédie;;Gustave Kervern;Vincent Macaigne;Jonathan Cohen;India Hair;3,4;2.3;Gustave Kervern;France;Ad Vitam;Français;6.0;3.0;3.0;106;6;avril;2022;soso;0
En plein choc;Policier;Drame;Fabien Martorell;Langley Kirkwood;Tessa Jubber;Bonko Khoza;;1.9;Fabien Martorell;Afrique du Sud;;Anglais;0.0;0.0;0.0;99;16;juin;2022;bad;0
En roue libre;Comédie;;Didier Barcelo;Marina Foïs;Benjamin Voisin;Jean-Charles Clichet;3,4;3.5;Didier Barcelo;France;Memento Distribution;Français;0.0;1.0;1.0;89;29;juin;2022;good;0
End of the Road;Policier;Drame;Millicent Shelton;Queen Latifah;Ludacris;Mychala Lee;;1.9;David Loughery;U.S.A.;;Anglais;0.0;2.0;1.0;91;9;septembre;2022;bad;0
Enola Holmes 2;Action;Aventure;Harry Bradbeer;Millie Bobby Brown;Henry Cavill;Helena Bonham Carter;3,3;3.6;Jack Thorne;Grande-Bretagne;;Anglais;1.0;4.0;1.0;129;4;novembre;2022;good;0
Enzo le Croco;Comédie;Famille;Will Speck;Doryan Ben;Shawn Mendes;Javier Bardem;2,6;3.3;Will Davies;U.S.A.;Sony Pictures Releasing France;Anglais;2.0;0.0;0.0;107;30;novembre;2022;good;0
EO;Drame;;Jerzy Skolimowski;Sandra Drzymalska;Tomasz Organek;Mateusz Kosciukiewicz;4,2;3.6;Ewa Piaskowska;Pologne;ARP Sélection;Polonais;3.0;0.0;0.0;89;19;octobre;2022;good;9
Ernest et Célestine : le voyage en Charabie;Animation;Famille;Julien Chheng;Lambert Wilson;Pauline Brunner;Michel Lerousseau;3,7;4.0;Guillaume Mautalent;France;StudioCanal;Français;0.0;1.0;0.0;79;14;décembre;2022;good;2
Esther 2 : Les Origines;Epouvante-horreur;Thriller;William Brent Bell;Isabelle Fuhrman;Julia Stiles;Rossif Sutherland;2,6;2.5;David Coggeshall;U.S.A.;Metropolitan FilmExport;Anglais;0.0;0.0;2.0;99;17;août;2022;soso;0
Et le ciel s'assombrit;Drame;Guerre;Ole Bornedal;Alex Høgh Andersen;Danica Curcic;Susse Wold;;3.9;Ole Bornedal;Danemark;;Danois;0.0;0.0;0.0;107;9;mars;2022;good;0
Et toi, c'est pour quand ?;Drame;;Caroline Du Potet;Blandine Bellavoir;Kevin Garnichat;Alysson Paradis;;3.0;Caroline Du Potet;France;France 3;Français;0.0;0.0;0.0;90;27;décembre;2022;soso;0
Eternal Daughter;Drame;;Joanna Hogg;Tilda Swinton;August Joshi;Carly-Sophia Davies;3,5;2.7;Joanna Hogg;Grande-Bretagne;Condor Distribution;Anglais;8.0;5.0;0.0;96;22;mars;2023;soso;4
Etharkkum Thunindhavan;Action;Thriller;Pandiraj;Suriya;Pugazh;Sathyaraj;;3.5;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;151;10;mars;2022;good;0
Everything Everywhere All at Once;Action;Comédie;Daniel Scheinert;Michelle Yeoh;Ke Huy Quan;Jamie Lee Curtis;3,9;3.5;Daniel Scheinert;U.S.A.;Pathé Live;Anglais;0.0;2.0;0.0;139;31;août;2022;good;27
Extra : Allan, Britney et le vaisseau spatial;Aventure;Animation;Amalie Næsby Fick;Louis Næss-Schmidt;Sofie Torp;Jesper Christensen;;2.0;Amalie Næsby Fick;Danemark;KMBO;Danois;0.0;0.0;0.0;80;19;octobre;2022;bad;0
F*ck l'Amour, Toujours !;Comédie;Romance;Appie Boudellah;Yolanthe Cabau;Bo Maerten;Geza Weisz;;1.7;Appie Boudellah;Pays-Bas;;Néerlandais;0.0;0.0;0.0;92;20;mai;2022;bad;0
F3: Fun and Frustration;Comédie;;Anil Ravipudi;Varun Tej;Venkatesh Daggubati;Tamannaah Bhatia;;3.1;;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;150;27;mai;2022;good;0
Fairytale;Expérimental;;Alexandre Sokourov;Igor Gromov;Igor Gromov;Vakhtang Kuchava;3,4;2.9;Alexandre Sokourov;Russie;Les Films de l'Atalante;Russe;1.0;0.0;0.0;78;10;mai;2023;soso;0
Fall;Thriller;;Scott Mann;Grace Caroline Currey;Virginia Gardner;Mason Gooding;;3.2;Jonathan Frank;U.S.A.;;Anglais;0.0;0.0;0.0;107;7;décembre;2022;good;0
Falcon Lake;Comédie;Comédie dramatique;Charlotte Le Bon;Joseph Engel;Sara Montpetit;Monia Chokri;3,8;3.7;Charlotte Le Bon;France;Tandem;Français;1.0;0.0;0.0;100;7;décembre;2022;good;6
Fast & Feel Love;Action;Comédie dramatique;Nawapol Thamrongrattanarit;Nat Kitcharit;Urassaya Sperbund;Anusara Korsamphan;;2.9;;Thaïlande;;Thaï;0.0;0.0;0.0;132;7;novembre;2022;soso;0
